NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
CENTRO SERVIZI ALLA PERSONA MORELLI BUGNA,80013390234,01557080239,CERTIFICATI BIANCHI,CAR001630,4168.69,euro,4,2021
CERAMICA DEL CONCA SPA,00819720400,00819720400,CERTIFICATI BIANCHI,CAR002104,251016.46,euro,8,2021
CHIENGI DI ZANELLA ENRICO & C. SAS,02176800304,02176800304,CERTIFICATI BIANCHI,CAR000859,217.84,euro,1,2021
CIASA ANTINES SAS DI GRANRUAZ CHRISTINE & C.,01466440219,01466440219,CERTIFICATI BIANCHI,CAR001959,3999.45,euro,8,2021
CO-VER POWER TECHNOLOGY S.P.A.,02059030037,02059030037,CERTIFICATI BIANCHI,CAR002392,540386.09,euro,7,2021
CO-VER POWER TECHNOLOGY S.P.A.,02059030037,02059030037,CERTIFICATI BIANCHI,CAR002393,528093.4,euro,7,2021
CO-VER POWER TECHNOLOGY S.P.A.,02059030037,02059030037,CERTIFICATI BIANCHI,CAR002394,431227.11,euro,7,2021
CO-VER POWER TECHNOLOGY S.P.A.,02059030037,02059030037,CERTIFICATI BIANCHI,CAR002427,568905.1,euro,7,2021
COGENIO SRL,14851941006,14851941006,CERTIFICATI BIANCHI,CAR002233,526082.02,euro,8,2021
COGENIO SRL,14851941006,14851941006,CERTIFICATI BIANCHI,CAR002233,418068.18,euro,10,2021
COGENIO SRL,14851941006,14851941006,CERTIFICATI BIANCHI,CAR002322,399022.45,euro,8,2021
COGENIO SRL,14851941006,14851941006,CERTIFICATI BIANCHI,CAR002322,338415.34,euro,10,2021
COMPAGNIA DI SERVIZI SRL,01966420224,01966420224,CERTIFICATI BIANCHI,CAR001008,1672.63,euro,8,2021
CONDOMINIO ALESSANDRA,92173840346,92173840346,CERTIFICATI BIANCHI,CAR000775,217.84,euro,6,2021
CONDOMINIO ALESSANDRA,92173840346,92173840346,CERTIFICATI BIANCHI,CAR000776,217.84,euro,6,2021
CONDOMINIO ANDREA,92175520342,92175520342,CERTIFICATI BIANCHI,CAR001461,627.23,euro,6,2021
CONDOMINIO BERTANELLA 11/A,91043350346,91043350346,CERTIFICATI BIANCHI,CAR001933,567.2,euro,8,2021
CONDOMINIO BORGO S. BARTOLOMEO,91348780379,91348780379,CERTIFICATI BIANCHI,CAR000615,257.76,euro,7,2021
CONDOMINIO BORGO S. BARTOLOMEO,91348780379,91348780379,CERTIFICATI BIANCHI,CAR000616,85.92,euro,7,2021
CONDOMINIO CELESTE,93037600363,93037600363,CERTIFICATI BIANCHI,CAR000865,217.84,euro,2,2021
CONDOMINIO CELESTE,93037600363,93037600363,CERTIFICATI BIANCHI,CAR000865,217.84,euro,7,2021
CONDOMINIO CELESTE,93037600363,93037600363,CERTIFICATI BIANCHI,CAR000866,217.84,euro,8,2021
CONDOMINIO CELESTE,93037600363,93037600363,CERTIFICATI BIANCHI,CAR000867,217.84,euro,2,2021
CONDOMINIO CELESTE,93037600363,93037600363,CERTIFICATI BIANCHI,CAR000867,108.93,euro,7,2021
CONDOMINIO CENCETTI,91356260371,91356260371,CERTIFICATI BIANCHI,CAR001451,209.07,euro,8,2021
CONDOMINIO CORSO CANALGRANDE,94164360367,94164360367,CERTIFICATI BIANCHI,CAR000590,343.67,euro,7,2021
CONDOMINIO FRANCESCA,91043990349,91043990349,CERTIFICATI BIANCHI,CAR002072,1230.6,euro,6,2021
CONDOMINIO IL CASTELLO,94161390367,94161390367,CERTIFICATI BIANCHI,CAR000550,257.76,euro,7,2021
CONDOMINIO LE MIMOSE,92080580407,92080580407,CERTIFICATI BIANCHI,CAR001467,108.93,euro,8,2021
CONDOMINIO LE MIMOSE,92080580407,92080580407,CERTIFICATI BIANCHI,CAR001470,326.77,euro,7,2021
CONDOMINIO LE QUERCE,91585110157,91585110157,CERTIFICATI BIANCHI,CAR001369,340.29,euro,7,2021
CONDOMINIO LENZI A.G.,91338480378,91338480378,CERTIFICATI BIANCHI,CAR001151,653.54,euro,6,2021
CONDOMINIO LEPANTO,90039520367,90039520367,CERTIFICATI BIANCHI,CAR001642,378.13,euro,7,2021
CONDOMINIO LEPANTO,90039520367,90039520367,CERTIFICATI BIANCHI,CAR001647,567.2,euro,7,2021
CONDOMINIO MANTOVA 13,94161640365,94161640365,CERTIFICATI BIANCHI,CAR000548,85.92,euro,8,2021
CONDOMINIO MANTOVA 13,94161640365,94161640365,CERTIFICATI BIANCHI,CAR000549,257.76,euro,8,2021
CONDOMINIO MODERNO,91154020357,91154020357,CERTIFICATI BIANCHI,CAR000480,185.08,euro,6,2021
CONDOMINIO MODERNO,91154020357,91154020357,CERTIFICATI BIANCHI,CAR000481,277.61,euro,6,2021
CONDOMINIO PALAZZINA 8/7,91328730378,91328730378,CERTIFICATI BIANCHI,CAR000433,92.53,euro,7,2021
CONDOMINIO PALAZZO VALLISNERI,91161410351,91161410351,CERTIFICATI BIANCHI,CAR000672,85.92,euro,6,2021
CONDOMINIO PALAZZO VALLISNERI,91161410351,91161410351,CERTIFICATI BIANCHI,CAR000673,171.84,euro,6,2021
CONDOMINIO PALAZZO VALLISNERI,91161410351,91161410351,CERTIFICATI BIANCHI,CAR000674,257.76,euro,6,2021
CONDOMINIO R.C.,93035650360,93035650360,CERTIFICATI BIANCHI,CAR000617,257.76,euro,8,2021
CONDOMINIO R.C.,93035650360,93035650360,CERTIFICATI BIANCHI,CAR000618,85.92,euro,8,2021
CONDOMINIO R.C.,93035650360,93035650360,CERTIFICATI BIANCHI,CAR000619,171.84,euro,8,2021
CONDOMINIO R.C.,93035650360,93035650360,CERTIFICATI BIANCHI,CAR000620,257.76,euro,8,2021
CONDOMINIO R.C.,93035650360,93035650360,CERTIFICATI BIANCHI,CAR000621,171.84,euro,8,2021
CONDOMINIO R.C.,93035650360,93035650360,CERTIFICATI BIANCHI,CAR000622,257.76,euro,8,2021
CONDOMINIO RESIDENCE VALERIA,90064890404,90064890404,CERTIFICATI BIANCHI,CAR002265,171.84,euro,6,2021
CONDOMINIO RESIDENZA MARIKA,91104150338,91104150338,CERTIFICATI BIANCHI,CAR000450,277.61,euro,7,2021
CONDOMINIO RESIDENZA MENOTTI,94164370366,94164370366,CERTIFICATI BIANCHI,CAR001150,217.84,euro,7,2021
CONDOMINIO ROSA THEA,91042830348,91042830348,CERTIFICATI BIANCHI,CAR002016,567.2,euro,8,2021
CONDOMINIO SARA,91164960352,91164960352,CERTIFICATI BIANCHI,CAR000951,217.84,euro,7,2021
CONDOMINIO SIMONE,91353550378,91353550378,CERTIFICATI BIANCHI,CAR000863,108.93,euro,8,2021
CONDOMINIO SIMONE,91353550378,91353550378,CERTIFICATI BIANCHI,CAR000864,108.93,euro,8,2021
CONDOMINIO SOFIA,94159590366,94159590366,CERTIFICATI BIANCHI,CAR000405,277.61,euro,7,2021
CONDOMINIO SOFIA,94159590366,94159590366,CERTIFICATI BIANCHI,CAR000406,92.53,euro,7,2021
CONDOMINIO VIA BRUNO ARNAUD 38,91367440376,91367440376,CERTIFICATI BIANCHI,CAR001426,418.16,euro,8,2021
CONDOMINIO VIA CENCETTI 5 BOLOGNA,91356290378,91356290378,CERTIFICATI BIANCHI,CAR002289,1229.27,euro,4,2021
CONDOMINIO VIA CENCETTI 5 BOLOGNA,91356290378,91356290378,CERTIFICATI BIANCHI,CAR002289,983.41,euro,8,2021
CONDOMINIO VIA DELLA FRATTA,91333590379,91333590379,CERTIFICATI BIANCHI,CAR000414,185.08,euro,6,2021
CONDOMINIO VIA GASTONE ROSSI 35 GARDELLETTA MARZABOTTO,91341650371,91341650371,CERTIFICATI BIANCHI,CAR000440,185.08,euro,11,2021
CONDOMINIO VIA GIOTTO 166,94159670366,94159670366,CERTIFICATI BIANCHI,CAR000432,277.61,euro,7,2021
CONDOMINIO ZANFROGNINI 1,94170650363,94170650363,CERTIFICATI BIANCHI,CAR000805,217.84,euro,8,2021
CONDOMINIO ZANFROGNINI 1,94170650363,94170650363,CERTIFICATI BIANCHI,CAR000806,217.84,euro,8,2021
CONGREGAZIONE SERVE DI MARIA ADDOLORATA,00354450272,00310300272,CERTIFICATI BIANCHI,CAR001361,1045.39,euro,8,2021
CONSORZIO DELLE RESIDENZE REALI SABAUDE,97704430012,09903230010,CERTIFICATI BIANCHI,CAR001560,140286.17,euro,4,2021
CONSORZIO DELLE RESIDENZE REALI SABAUDE,97704430012,09903230010,CERTIFICATI BIANCHI,CAR001560,110224.85,euro,9,2021
COOPERATIVA EDIFICATRICE GIUSEPPE DOZZA,00909860371,00909860371,CERTIFICATI BIANCHI,CAR000601,257.76,euro,5,2021
COOPERLAT SOC. COOP. AGRICOLA,00807560420,00807560420,CERTIFICATI BIANCHI,CAR002282,141365.78,euro,1,2021
CUBE GROUP SPA,02383040165,02129950982,CERTIFICATI BIANCHI,CAR002276,3687.81,euro,8,2021
DALLA COSTA ALIMENTARE S.R.L.,02464140264,02464140264,CERTIFICATI BIANCHI,CAR002461,32944.38,euro,9,2021
DOPPEL FARMACEUTICI SRL,07188610153,00843950338,CERTIFICATI BIANCHI,CAR001953,313495.66,euro,12,2021
DOPPEL FARMACEUTICI SRL,07188610153,00843950338,CERTIFICATI BIANCHI,CAR001955,248889.1,euro,12,2021
E.ON BUSINESS SOLUTIONS SRL,08326390963,08326390963,CERTIFICATI BIANCHI,CAR001835,752820.31,euro,5,2021
E.ON BUSINESS SOLUTIONS SRL,08326390963,08326390963,CERTIFICATI BIANCHI,CAR002091,189820.24,euro,8,2021
E.ON BUSINESS SOLUTIONS SRL,08326390963,08326390963,CERTIFICATI BIANCHI,CAR002093,132515.06,euro,3,2021
EGIDIO GALBANI S.R.L.,03419280965,03419280965,CERTIFICATI BIANCHI,CAR001837,76912.57,euro,8,2021
ELCAM MEDICAL ITALY SPA,12096350157,12096350157,CERTIFICATI BIANCHI,CAR001989,150441,euro,7,2021
ELEMASTER SPA,01946180138,01946180138,CERTIFICATI BIANCHI,CAR000345,35996.92,euro,1,2021
ELVIM INT. SRL,06871910961,06871910961,CERTIFICATI BIANCHI,CAR001985,12613.67,euro,7,2021
ELVIM INT. SRL,06871910961,06871910961,CERTIFICATI BIANCHI,CAR001997,15690.17,euro,7,2021
ELVIM INT. SRL,06871910961,06871910961,CERTIFICATI BIANCHI,CAR002007,21535.52,euro,7,2021
ELVIM INT. SRL,06871910961,06871910961,CERTIFICATI BIANCHI,CAR002037,18766.67,euro,7,2021
ELVIM INT. SRL,06871910961,06871910961,CERTIFICATI BIANCHI,CAR002039,24612.02,euro,7,2021
EMMECI SERVIZI SRL,06084380960,06084380960,CERTIFICATI BIANCHI,CAR002168,20405.84,euro,1,2021
EMMECI SERVIZI SRL,06084380960,06084380960,CERTIFICATI BIANCHI,CAR002168,11063.41,euro,6,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001781,5845.35,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001812,6153.01,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001821,5845.35,euro,8,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001853,1845.9,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001876,19997.27,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001949,5230.05,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001961,5230.05,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001962,13844.27,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001964,23381.43,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001971,10767.76,euro,7,2021
ENERGON ESCO S.P.A.,03288490364,03288490364,CERTIFICATI BIANCHI,CAR001973,10152.46,euro,7,2021
ENGIE RETI CALORE SRL,02768580041,02768580041,CERTIFICATI BIANCHI,CAR002413,278306.22,euro,9,2021
ENGIE RETI CALORE SRL,02768580041,02768580041,CERTIFICATI BIANCHI,CAR002414,287402.8,euro,9,2021
ENGIE RETI CALORE SRL,02768580041,02768580041,CERTIFICATI BIANCHI,CAR002488,65151.19,euro,9,2021
ENGIE SERVIZI SPA,07149930583,01698911003,CERTIFICATI BIANCHI,CAR001817,166131.17,euro,7,2021
ENGIE SERVIZI SPA,07149930583,01698911003,CERTIFICATI BIANCHI,CAR002634,42532.66,euro,11,2021
ENGIE SERVIZI SPA,07149930583,01698911003,CERTIFICATI BIANCHI,CAR002635,46958.03,euro,11,2021
ENTROTERRA SOCIETA' COOPERATIVA,01456580438,01456580438,CERTIFICATI BIANCHI,CAR001980,17843.72,euro,12,2021
EUROAGRICOLA S.S.,02486550409,02486550409,CERTIFICATI BIANCHI,CAR001236,16333.78,euro,9,2021
EUROPLAST S.R.L.,02033840162,02033840162,CERTIFICATI BIANCHI,CAR002500,1475.13,euro,9,2021
EUROTOUR S.R.L.,01761510229,01761510229,CERTIFICATI BIANCHI,CAR002136,3629.7,euro,6,2021
FAMIGLIA CANOSSIANA DI COMO,00642140131,00642140131,CERTIFICATI BIANCHI,CAR000970,1568.09,euro,7,2021
FARMACEUTICI FORMENTI SPA,00738390152,00738390152,CERTIFICATI BIANCHI,CAR002295,124647.75,euro,3,2021
FARMACEUTICI FORMENTI SPA,00738390152,00738390152,CERTIFICATI BIANCHI,CAR002295,113830.19,euro,12,2021
FARMACEUTICI PROCEMSA S.P.A.,07410740018,07410740018,CERTIFICATI BIANCHI,CAR001883,14767.21,euro,2,2021
FARMACEUTICI PROCEMSA S.P.A.,07410740018,07410740018,CERTIFICATI BIANCHI,CAR001883,50147,euro,9,2021
FBM FORNACI BRIZIARELLI MARSCIANO SPA,00297430548,00297430548,CERTIFICATI BIANCHI,CAR001948,83988.53,euro,11,2021
FERRARI MONICA,*************,,CERTIFICATI BIANCHI,CAR000670,257.76,euro,7,2021
FIMOTEX - S.R.L.,01700250127,01700250127,CERTIFICATI BIANCHI,CAR002197,14013.65,euro,7,2021
FLORIM CERAMICHE S.P.A. SOCIETA' BENEFIT,01265320364,01265320364,CERTIFICATI BIANCHI,CAR001889,826041.09,euro,8,2021
FONDAZIONE ANNA BORLETTI PER INVALIDI E ANZIANI DI AROSIO ONLUS,81001590132,00784340135,CERTIFICATI BIANCHI,CAR001187,7578.78,euro,1,2021
FONDAZIONE ANNA BORLETTI PER INVALIDI E ANZIANI DI AROSIO ONLUS,81001590132,00784340135,CERTIFICATI BIANCHI,CAR001187,7032.61,euro,7,2021
FONDAZIONE CASA DI RIPOSO ROE' VOLCIANO - ONLUS,87001930178,87001930178,CERTIFICATI BIANCHI,CAR000884,217.84,euro,6,2021
FONDAZIONE CASA DI RIPOSO ROE' VOLCIANO - ONLUS,87001930178,87001930178,CERTIFICATI BIANCHI,CAR000885,762.47,euro,6,2021
FONDAZIONE FERRARIO,86501900152,04026870156,CERTIFICATI BIANCHI,CAR002127,8604.88,euro,8,2021
FONDAZIONE POLIAMBULANZA,98120050178,02663120984,CERTIFICATI BIANCHI,CAR001917,634682.59,euro,12,2021
FONDAZIONE R.S.A. CASA DI RIPOSO DI SALO' RESIDENZA GLI ULIVI,87000750171,00726460983,CERTIFICATI BIANCHI,CAR002301,6460.66,euro,9,2021
FONDAZIONE TERESA CAMPLANI,03372480982,03372480982,CERTIFICATI BIANCHI,CAR001920,57222.95,euro,7,2021
FREDDI GROUP S.R.L.,01700700980,01700700980,CERTIFICATI BIANCHI,CAR001864,6153.01,euro,8,2021
FRI-EL GREEN HOUSE S.R.L. - SOCIETA' AGRICOLA,02751710217,02751710217,CERTIFICATI BIANCHI,CAR001896,506392.41,euro,8,2021
GAETANO ZOCCOLI E CSNC,02715621203,02715621203,CERTIFICATI BIANCHI,CAR001043,257.76,euro,9,2021
GAMARINI S.A.S.,01146020225,01146020225,CERTIFICATI BIANCHI,CAR001787,1538.25,euro,6,2021
GASTEIGER IN PEINTNER HELGA HILDEGARD,GSTHGH65M60B220A,02245010216,CERTIFICATI BIANCHI,CAR001967,13844.27,euro,10,2021
GEMMO SPA,03214610242,03214610242,CERTIFICATI BIANCHI,CAR001842,226610.85,euro,9,2021
GENERALI BUSINESS SOLUTIONS S.C.P.A.,07833760015,07833760015,CERTIFICATI BIANCHI,CAR000920,231573.92,euro,1,2021
GENERALI BUSINESS SOLUTIONS S.C.P.A.,07833760015,07833760015,CERTIFICATI BIANCHI,CAR002023,582482.79,euro,1,2021
GESCO-S.P.A. UNIPERSONALE,01185940523,01185940523,CERTIFICATI BIANCHI,CAR001814,12613.67,euro,6,2021
GRAFICA VENETA S.P.A.,01077550281,01077550281,CERTIFICATI BIANCHI,CAR002102,285190.11,euro,2,2021
GRAFICA VENETA S.P.A.,01077550281,01077550281,CERTIFICATI BIANCHI,CAR002102,252245.74,euro,6,2021
GRUPPO MASTROTTO S.P.A.,02629600244,02629600244,CERTIFICATI BIANCHI,CAR001780,54454.1,euro,7,2021
HERA SERVIZI ENERGIA S.R.L.,03155060407,03155060407,CERTIFICATI BIANCHI,CAR001807,2153.55,euro,7,2021
HERA SERVIZI ENERGIA S.R.L.,03155060407,03155060407,CERTIFICATI BIANCHI,CAR001808,2768.85,euro,7,2021
HOTEL ALLA NAVE RISTORANTE SRL,00866840226,00866840226,CERTIFICATI BIANCHI,CAR002042,2153.55,euro,8,2021
HOTEL BELLARIA S.R.L.,01808300220,01808300220,CERTIFICATI BIANCHI,CAR002098,5162.92,euro,10,2021
HOTEL EVEREST SNC,00624320222,00624320222,CERTIFICATI BIANCHI,CAR002107,4127.25,euro,7,2021
HOTEL LA SERENELLA DI CHIOCCHETTI DONATELLA & C. SNC,01236950224,01236950224,CERTIFICATI BIANCHI,CAR002118,1966.83,euro,6,2021
HOTEL LAB SRL,02351480229,02351480229,CERTIFICATI BIANCHI,CAR002100,2950.24,euro,6,2021
HOTEL LADINA HOLIDAY S.R.L.,02272820222,02272820222,CERTIFICATI BIANCHI,CAR002124,1720.98,euro,6,2021
HOTEL ROMA S.R.L.,00458540390,00458540390,CERTIFICATI BIANCHI,CAR002294,5654.64,euro,2,2021
HOTEL ROMA S.R.L.,00458540390,00458540390,CERTIFICATI BIANCHI,CAR002294,491.7,euro,8,2021
HOTEL SANTOLI S.R.L.,02845401203,02845401203,CERTIFICATI BIANCHI,CAR001712,4915.69,euro,4,2021
HOTEL SANTOLI S.R.L.,02845401203,02845401203,CERTIFICATI BIANCHI,CAR001712,2835.97,euro,8,2021
HOTEL SHANDRANJ S.R.L.,01830900120,02289910214,CERTIFICATI BIANCHI,CAR001944,3384.15,euro,8,2021
HOTEL SHANDRANJ S.R.L.,01830900120,02289910214,CERTIFICATI BIANCHI,CAR001945,5230.05,euro,8,2021
HUVEPHARMA ITALIA S.R.L.,09320250963,09320250963,CERTIFICATI BIANCHI,CAR002027,308450.29,euro,10,2021
IFIS S.P.A.,00708630637,01247801218,CERTIFICATI BIANCHI,CAR002038,179360.13,euro,3,2021
IFIS S.P.A.,00708630637,01247801218,CERTIFICATI BIANCHI,CAR002038,176283.63,euro,8,2021
